/out X,/out Y
0,0.2652822129686896
1.6e-07,0.265282212968268
4.800000000000001e-07,0.265282212967425
1.12e-06,0.265282212965739
2.400000000000001e-06,0.2652822129623666
4.960000000000002e-06,0.2652822129556219
8.160000000000001e-06,0.2652822129471906
1.136e-05,0.2652822129387593
1.456e-05,0.2652822129303279
1.776e-05,0.2652822129218967
2e-05,0.2652822129159949
2.0003125e-05,0.2652822163597004
2.000802017029902e-05,0.2652822201500364
2.000893283846057e-05,0.2652822202942643
2.001075817478366e-05,0.2652822169358137
2.00112337016426e-05,0.2652822146047679
2.001218475536048e-05,0.265282203445079
2.001311250358179e-05,0.2652821800051339
2.001357637769245e-05,0.2652821619689353
2.001450412591376e-05,0.2652821060887375
2.001597726834049e-05,0.2652819329254065
2.001843994582869e-05,0.2652812302054207
2.00197700157253e-05,0.2652805576923534
2.002067061074845e-05,0.265279957066968
2.002169765051092e-05,0.2652791274399782
2.002252868512483e-05,0.2652783547835854
2.0023355625735e-05,0.2652775155513326
2.002405316652867e-05,0.2652767694622433
2.002492952260829e-05,0.2652758086429655
2.00257819810529e-05,0.2652748769004011
2.00267245692582e-05,0.2652738877448452
2.002764780530036e-05,0.2652729965654122
2.00285375647945e-05,0.2652722415646817
2.002958344862345e-05,0.2652715185729853
2.003167521628135e-05,0.2652707042055116
2.003363548049215e-05,0.2652707413488221
2.003685396235118e-05,0.2652723015282652
2.003783614924992e-05,0.2652730998094476
2.003980052304741e-05,0.2652750055760404
2.004078270994615e-05,0.2652760880671423
2.004274708374364e-05,0.265278426606875
2.004667583133862e-05,0.2652835061074107
2.005e-05,0.2652879901037848
2.005089156824939e-05,0.2652891802870516
2.005249523934578e-05,0.2652912942779465
2.00539289242214e-05,0.2652931484386899
2.005679629397264e-05,0.2652967908883266
2.006253103347513e-05,0.2653039131184802
2.00740005124801e-05,0.2653177766606708
2.009693947049005e-05,0.2653444573643001
2.014281738650993e-05,0.2653948047057388
2.02e-05,0.2654528415021384
2.02065443834037e-05,0.2654558496251008
2.021963315021109e-05,0.2654587067086067
2.02236774658609e-05,0.2654586453713105
2.02256996236858e-05,0.265458631158365
2.02297439393356e-05,0.2654586187822323
2.023783257063521e-05,0.265458625579392
2.025400983323443e-05,0.2654586739499985
2.028636435843287e-05,0.2654587822261426
2.035107340882975e-05,0.2654589961064989
2.048049150962351e-05,0.2654594254261258
2.073932771121102e-05,0.2654602828441917
2.125700011438606e-05,0.2654619987608581
2.229234492073612e-05,0.2654654295545933
2.367117246036806e-05,0.2654699992753616
2.505e-05,0.265474568310071
2.50625e-05,0.2654746018226378
2.506558377690729e-05,0.2654746117683128
2.507175133072187e-05,0.2654746336214994
2.50729621000708e-05,0.2654746387429944
2.507425309084691e-05,0.2654746454536326
2.507466642456737e-05,0.2654746482442968
2.507549309200831e-05,0.2654746553540048
2.507627822620641e-05,0.2654746623997109
2.507706569385041e-05,0.2654746685144453
2.507785784039557e-05,0.2654746745835379
2.507890356213606e-05,0.265474682067936
2.507964195580179e-05,0.2654746864049317
2.508036734047794e-05,0.2654746897105034
2.508136758716523e-05,0.2654746935161183
2.508209087405198e-05,0.2654746959740782
2.508304269943367e-05,0.2654746989873409
2.508429589493362e-05,0.2654747026619033
2.508608449588317e-05,0.2654747075118492
2.508810801850859e-05,0.2654747125084777
2.509113747961164e-05,0.2654747192581485
2.509410387974924e-05,0.2654747251744254
2.509705193987462e-05,0.2654747306076313
2.51e-05,0.2654747357638621
2.510084693725782e-05,0.2654747385742828
2.5102300935861e-05,0.2654747433933767
2.510363846663064e-05,0.265474747825882
2.510631352816992e-05,0.2654747566909616
2.511166365124848e-05,0.2654747744210515
2.512236389740559e-05,0.2654748098812983
2.514376438971982e-05,0.2654748808017164
2.518656537434829e-05,0.2654750226425937
2.527216734360521e-05,0.2654753063241694
2.544337128211905e-05,0.2654758736869479
2.578577915914674e-05,0.2654770084106702
2.647059491320212e-05,0.2654792778511192
2.784022642131288e-05,0.2654838167036772
3e-05,0.2654909739492484
3.00125e-05,0.265557676372108
3.001558381198432e-05,0.2656503099977987
3.001712571797648e-05,0.2658468493219317
3.001887629193474e-05,0.2666342768250498
3.001989878537766e-05,0.2676518964432382
3.002077321268064e-05,0.2691076466853033
3.00217140735749e-05,0.2715415320760622
3.002249248818369e-05,0.2744318779983437
3.002317493010137e-05,0.2777657445754998
3.002402575289222e-05,0.2834728045898018
3.002473125786343e-05,0.2912975999026323
3.002556017037802e-05,0.3068644758874464
3.002633750802768e-05,0.3273243404543756
3.002729505245622e-05,0.3573539623485095
3.002817140368096e-05,0.3875768890392345
3.002912676021658e-05,0.4221555188208891
3.003078583956662e-05,0.4840693278854186
3.003242279716902e-05,0.5457324207056065
3.003569671237384e-05,0.6645787884326214
3.003876799475723e-05,0.7657365943639606
3.00400459988998e-05,0.8036396570806355
3.004260200718494e-05,0.8701805673453131
3.004630100359247e-05,0.9412284063425628
3.005000000000001e-05,0.9807788139251398
3.005097577654818e-05,0.9855557784524888
3.005265111174975e-05,0.9919457957505396
3.005417887158982e-05,0.9952645581179028
3.005723439126996e-05,0.9985011519742845
3.005839609101431e-05,0.9989953764459566
3.0060719490503e-05,0.9995637565243073
3.006536628948038e-05,0.999947352131037
3.007465988743515e-05,1.000009481810846
3.007861133053466e-05,1.000000298738489
3.008651421673369e-05,0.9999977525671526
3.010231998913175e-05,0.9999982284638403
3.013393153392786e-05,0.999997976215025
3.019715462352009e-05,0.9999981637980843
3.032360080270454e-05,0.9999980005410097
3.057649316107344e-05,0.9999981512777343
3.108227787781125e-05,0.9999980027395792
3.209384731128686e-05,0.9999981420213854
3.357192365564343e-05,0.9999979911117901
3.505e-05,0.9999981228131423
3.506250000000001e-05,0.9999843019454154
3.506558381198432e-05,0.9999846463804138
3.507175143595295e-05,0.999988601833225
3.507296219571551e-05,0.9999912634755768
3.507427146623068e-05,0.9999969207776783
3.507505510541577e-05,1.000004742986973
3.507593854923748e-05,1.000017266601386
3.507691335721005e-05,1.000029080555776
3.507796272534109e-05,1.000041276755903
3.507877428060716e-05,1.000049789328812
3.507963563624908e-05,1.000055480633851
3.508030881240568e-05,1.000057332404766
3.508105455281073e-05,1.000057917768105
3.508180267204669e-05,1.000057687307882
3.508267698182735e-05,1.000056737619541
3.508390844221015e-05,1.000054702694423
3.508529030361782e-05,1.000051568437555
3.508785315911573e-05,1.000043982163108
3.509022761390378e-05,1.00003504628357
3.509102147484906e-05,1.000031679483474
3.509260919673963e-05,1.000024350552428
3.509578464052076e-05,1.000007747001584
3.509789232026039e-05,0.9999956924769083
3.510000000000001e-05,0.9999831562884027
3.510104165938138e-05,0.9999831535008684
3.510229921594676e-05,0.9999831534292453
3.510348496269064e-05,0.9999831533902231
3.510585645617842e-05,0.9999831532689823
3.511059944315398e-05,0.9999831530694723
3.512008541710509e-05,0.9999831526275923
3.513905736500731e-05,0.9999831517866358
3.517700126081175e-05,0.9999831500619477
3.525288905242063e-05,0.9999831466553329
3.540466463563838e-05,0.9999831397993491
3.57082158020739e-05,0.9999831261301334
3.631531813494494e-05,0.9999830987489561
3.7529522800687e-05,0.9999830440293613
3.88647614003435e-05,0.999982983825293
4.02e-05,0.9999829236497451
4.025e-05,0.9999829170532084
4.031002037569595e-05,0.9999829085269463
4.033251528177196e-05,0.9999829050462538
4.034095087155047e-05,0.9999829035828236
4.035782205110748e-05,0.9999828995558177
4.037732032351708e-05,0.9999828926943576
4.04e-05,0.999982883070441
4.040745547792961e-05,0.9999828815577214
4.041835149899163e-05,0.9999828796828204
4.042857770411988e-05,0.9999828783601581
4.044903011437638e-05,0.9999828760920582
4.047027799144915e-05,0.9999828739463014
4.050618617881248e-05,0.9999828703914259
4.055471908528986e-05,0.9999828654779396
4.062745415084331e-05,0.9999828578845806
4.072432981977341e-05,0.9999828475261238
4.085759284382472e-05,0.9999828331224085
4.105144947630925e-05,0.9999828120455583
4.139239804588063e-05,0.9999827748625
4.207429518502337e-05,0.9999827002069439
4.343808946330887e-05,0.9999825497804903
4.616567801987987e-05,0.9999822445712746
4.936567801987987e-05,0.9999818788534259
5.256567801987987e-05,0.9999815049258405
5.576567801987988e-05,0.9999811229981901
5.788283900993995e-05,0.9999808658381336
6.000000000000001e-05,0.9999806052373218
6.005000000000001e-05,0.9999806077566247
6.011002037569595e-05,0.9999806102122897
6.020000000000001e-05,0.9999806127358205
6.02117884344857e-05,0.9999806119735679
6.023469479699689e-05,0.9999806104858109
6.025691672095693e-05,0.9999806090404879
6.030136056887701e-05,0.9999806061498405
6.039024826471716e-05,0.9999806003685436
6.056802365639746e-05,0.999980588805937
6.092357443975806e-05,0.9999805656806354
6.163467600647927e-05,0.9999805194297918
6.305687913992168e-05,0.9999804269270777
6.590128540680651e-05,0.9999802419175761
6.910128540680651e-05,0.9999800337727148
7.23012854068065e-05,0.9999798256212559
7.55012854068065e-05,0.9999796174633733
7.785064270340326e-05,0.9999794646352478
8.020000000000001e-05,0.9999793118038279
8.025000000000001e-05,0.9999793041708176
8.031002037569596e-05,0.9999792943008681
8.040000000000002e-05,0.9999792759712344
8.041185111210625e-05,0.9999792746096254
8.043483859633282e-05,0.9999792720016685
8.045707362347194e-05,0.9999792694307331
8.050154367775017e-05,0.9999792642006751
8.059048378630663e-05,0.999979253487103
8.07053063763072e-05,0.9999792394054089
8.085911226146627e-05,0.9999792204034249
8.107585872352122e-05,0.9999791934640654
8.148300149939236e-05,0.9999791427345915
8.229728705113463e-05,0.9999790408885684
8.392585815461916e-05,0.999978835673156
8.712585815461916e-05,0.9999784262938203
9.032585815461916e-05,0.9999780092334565
9.352585815461915e-05,0.9999775843404033
9.672585815461915e-05,0.9999771517992031
9.836292907730958e-05,0.9999769275034367
0.0001,0.9999767012494339
0.00010005,0.9999767028593057
0.000100110020375696,0.9999767042197578
0.0001002,0.9999767050934322
0.0001002117884344857,0.9999767041134718
0.0001002346947969969,0.9999767022026399
0.0001002569167209569,0.9999767003468737
0.000100301360568877,0.9999766966353406
0.0001003902482647171,0.999976689212272
0.0001005680236563973,0.999976674366126
0.0001009235744397576,0.9999766446737572
0.0001016346760064784,0.9999765852888258
0.00010305687913992,0.9999764665181265
0.0001059012854068031,0.999976228973426
0.000109101285406803,0.9999759617269085
0.000112301285406803,0.9999756944751078
0.000115501285406803,0.999975427218203
0.0001178506427034015,0.9999752310019463
0.0001202,0.9999750347831105
0.00012025,0.9999750262214158
0.000120310020375696,0.9999750152350976
0.0001204,0.9999749953669318
0.0001204118708526218,0.9999749939228196
0.0001204348838567546,0.9999749909623945
0.0001204571230080016,0.9999749880582086
0.0001205016013104956,0.9999749821723701
0.0001205905579154837,0.9999749701507843
0.0001207096139279055,0.9999749537949503
0.0001208669652444039,0.9999749320185246
0.000121085577009105,0.9999749016000669
0.0001214728009396862,0.9999748475948683
0.0001222472488008487,0.9999747392455183
0.0001237961445231736,0.9999745212261917
0.0001268939359678235,0.9999740797327459
0.0001300939359678235,0.9999736163982057
0.0001332939359678235,0.9999731455542246
0.0001364939359678235,0.9999726673651718
0.0001382469679839117,0.9999724022370402
0.00014,0.9999721349457535
0.00014005,0.9999721356987313
0.000140110020375696,0.9999721360266551
0.0001402,0.9999721353467748
0.0001402117884344857,0.9999721341618911
0.0001402346947969969,0.999972131852821
0.000140256916720957,0.9999721296107077
0.000140301360568877,0.9999721251264797
0.0001403902482647171,0.999972116158023
0.0001405680236563973,0.999972098221103
0.0001409235744397577,0.9999720623471967
0.0001416346760064785,0.9999719905992371
0.00014305687913992,0.9999718471026605
0.0001459012854068031,0.9999715601069293
0.0001491012854068031,0.9999712372284203
0.0001523012854068031,0.9999709143458672
0.0001555012854068031,0.9999705914594544
0.0001577506427034016,0.9999703644925848
0.00016,0.9999701375239662
